GO,Description,_LogP_down_common_genes,_LogP_down_epi_only,_LogP_down_mes_only,_LogP_down_mes_up_epi,_LogP_up_common_genes,_LogP_up_epi_only,_LogP_up_mes_down_epi,_LogP_up_mes_only
M5924,HALLMARK MTORC1 SIGNALING,0.0,-2.2326828172781834,0.0,0.0,-2.0604820841710083,0.0,-28.084645190605897,-3.4889728469178776
M5936,HALLMARK OXIDATIVE PHOSPHORYLATION,0.0,-2.83996948694163,0.0,0.0,0.0,0.0,-12.2615432171116,-2.2255666964347123
GO:1901137,carbohydrate derivative biosynthetic process,0.0,-4.047934039229218,0.0,-2.7949345279273317,0.0,0.0,-8.668966044139172,-2.660202438593816
GO:0016485,protein processing,0.0,-2.967297403384256,0.0,0.0,0.0,-2.8540124097936346,-3.3806557221809483,-2.9587422834234722
WP2882,Nuclear receptors meta pathway,0.0,-5.086335729258619,0.0,0.0,0.0,0.0,-5.097284852255234,0.0
M5935,HALLMARK FATTY ACID METABOLISM,0.0,-7.77439229915301,0.0,0.0,0.0,0.0,-6.5675059329182535,0.0
GO:0006163,purine nucleotide metabolic process,0.0,-4.930702999785662,0.0,0.0,0.0,0.0,-10.127181119086812,0.0
GO:0019725,cellular homeostasis,0.0,-4.776739750561736,0.0,0.0,-2.5115714327581506,0.0,-6.949135040376548,0.0
GO:0010817,regulation of hormone levels,0.0,-11.910615098089291,0.0,0.0,0.0,-2.5732982683544283,-2.3417701127005577,0.0
GO:0009636,response to toxic substance,0.0,-6.454487418315323,0.0,0.0,0.0,-2.303085705220778,-4.805079385132648,0.0
M5949,HALLMARK PEROXISOME,-3.6379745493869953,-3.8893001202111654,0.0,0.0,0.0,0.0,-3.383921409924342,0.0
M5937,HALLMARK GLYCOLYSIS,-2.8462973997866987,-3.4987638495147353,0.0,0.0,0.0,0.0,-7.3038004053085555,0.0
GO:0005975,carbohydrate metabolic process,-6.099534770622332,-9.398498050157546,0.0,0.0,0.0,0.0,-4.231205235212769,0.0
GO:0044282,small molecule catabolic process,-7.336369498296912,-11.22958439819164,0.0,0.0,0.0,0.0,-3.936871686279579,0.0
M5905,HALLMARK ADIPOGENESIS,-2.8462973997866987,-4.9537805175186955,0.0,0.0,0.0,0.0,-8.232004290172219,-2.2255666964347123
GO:0090407,organophosphate biosynthetic process,-2.2329221789868363,-4.057137648100545,0.0,0.0,0.0,0.0,-11.015406042801438,-2.2096358671724023
GO:1901615,organic hydroxy compound metabolic process,-3.138156704192145,-16.522000533878657,0.0,0.0,0.0,-2.48195319330762,-10.567959684477417,0.0
R-HSA-382551,Transport of small molecules,-2.4597499090427126,-9.97593696599437,0.0,-2.5024111895138836,-5.0208456066659775,0.0,-3.270495431421157,0.0
GO:0051336,regulation of hydrolase activity,-2.0211838962687554,-2.9195123114969435,0.0,-2.043693071225072,-2.180501749658865,0.0,-3.211857794643868,0.0
R-HSA-556833,Metabolism of lipids,-3.688540019036782,-6.687608783260694,0.0,-6.700663189314231,0.0,0.0,-17.492504349017352,0.0
M106,PID HNF3B PATHWAY,0.0,-10.420450930687533,0.0,0.0,0.0,0.0,0.0,0.0
WP5390,Pancreatic cancer subtypes,0.0,-14.601432841649878,0.0,0.0,0.0,0.0,0.0,0.0
GO:0009611,response to wounding,-2.0310379647819503,-6.039015441294072,0.0,-2.3689644074058367,-3.3710325547247972,-5.293376648758676,-4.946584393317138,0.0
GO:0098657,import into cell,-3.053518219583554,-6.1016809429773975,0.0,-2.2098777324101184,-2.3691380928128245,-4.83635944086954,-3.460212954852223,0.0
R-HSA-6798695,Neutrophil degranulation,-6.918729396682818,-4.1742104168013,0.0,0.0,-9.445302019373106,-4.087147208424543,-4.348522031172724,0.0
GO:0048732,gland development,-4.217180163613548,-4.2121173128224205,0.0,0.0,0.0,-4.028328805314567,-2.1879467756608206,0.0
GO:0009725,response to hormone,-4.492089973515003,-3.9145865676909013,-2.919685532360791,0.0,0.0,-7.001076614097263,-2.970049049749416,0.0
